FPR,TPR,Threshold
0.0895084547687758,0.9271620499892397,0.6743
0.08953230461017435,0.9271804962031543,0.674
0.08953230461017435,0.9272358348448981,0.6724
0.0895561544515729,0.9272604297967842,0.672
0.0895561544515729,0.9272788760106988,0.6714
0.08960385413437001,0.9272850247486704,0.671
0.08960385413437001,0.9273034709625849,0.6704
0.08960385413437001,0.927315768438528,0.67
0.08962770397576857,0.9273403633904141,0.6694
0.08967540365856567,0.9273772558182433,0.669
0.08969925349996423,0.9273957020321579,0.6685
0.08979465286555845,0.927420296984044,0.668
0.089818502706957,0.927432594459987,0.6675
0.089818502706957,0.9274817843637594,0.6665
0.089818502706957,0.927500230577674,0.666
0.089818502706957,0.9275617179573893,0.6655
0.08984235254835556,0.9275801641713038,0.665
0.08984235254835556,0.927592461647247,0.6646
0.08984235254835556,0.9276170565991331,0.664
0.08989005223115266,0.9276478002889906,0.6636
0.08996160175534833,0.9276662465029053,0.663
0.08996160175534833,0.927696990192763,0.6626
0.08996160175534833,0.9277215851446491,0.662
0.08998545159674688,0.9277461800965352,0.6616
0.08998545159674688,0.9277769237863929,0.661
0.08998545159674688,0.927813816214222,0.66
0.08998545159674688,0.9278261136901651,0.6597
0.08998545159674688,0.9278322624281367,0.659
0.08998545159674688,0.9278568573800228,0.6587
0.08998545159674688,0.9278876010698804,0.658
0.09000930143814544,0.9278998985458234,0.6577
0.09000930143814544,0.9279306422356811,0.657
0.09003315127954399,0.9279490884495957,0.6567
0.0900808509623411,0.9279675346635103,0.6562
0.0900808509623411,0.928010575829311,0.656
0.0900808509623411,0.9280351707811971,0.6553
0.09010470080373965,0.9280597657330832,0.655
0.09010470080373965,0.9280659144710548,0.6543
0.09012855064513821,0.9280843606849694,0.654
0.09017625032793532,0.9281089556368556,0.6533
